0,INA219,9.1,46.80,0.4266,2021-07-29_15-06
1,INA219,9.1,46.80,0.4266
2,INA219,9.1,46.70,0.4258
3,INA219,9.1,46.80,0.4258
4,INA219,9.1,46.70,0.4258
5,INA219,9.1,46.80,0.4266
6,INA219,9.1,46.80,0.4266
7,INA219,9.1,46.80,0.4266
8,INA219,9.1,46.80,0.4258
9,INA219,9.1,46.80,0.4266
10,INA219,9.1,46.80,0.4266
11,INA219,9.1,46.70,0.4258
12,INA219,9.1,46.70,0.4258
13,INA219,9.1,46.80,0.4258
14,INA219,9.1,46.80,0.4266
15,INA219,9.1,46.70,0.4266
16,INA219,9.1,46.80,0.4266
17,INA219,9.1,46.80,0.4266
18,INA219,9.1,46.80,0.4266
19,INA219,9.1,46.80,0.4266
20,INA219,9.1,46.70,0.4266
21,INA219,9.1,46.80,0.4266
22,INA219,9.1,46.80,0.4266
23,INA219,9.1,46.80,0.4266
24,INA219,9.1,46.70,0.4266
25,INA219,9.1,46.70,0.4258
26,INA219,9.1,46.80,0.4276
27,INA219,9.1,46.80,0.4266
28,INA219,9.1,46.80,0.4266
29,INA219,9.1,46.70,0.4258
30,INA219,9.1,46.80,0.4266
31,INA219,9.1,46.80,0.4266
32,INA219,9.1,46.80,0.4266
33,INA219,9.1,46.70,0.4258
34,INA219,9.1,46.70,0.4258
35,INA219,9.1,46.70,0.4258
36,INA219,9.1,46.70,0.4266
37,INA219,9.1,46.80,0.4266
38,INA219,9.1,46.80,0.4266
39,INA219,9.1,46.80,0.4266
40,INA219,9.1,46.70,0.4258
41,INA219,9.1,46.80,0.4258
42,INA219,9.1,46.70,0.4258
43,INA219,9.1,46.70,0.4258
44,INA219,9.1,46.70,0.4258
45,INA219,9.1,46.70,0.4258
46,INA219,9.1,46.80,0.4266
47,INA219,9.1,46.80,0.4258
48,INA219,9.1,46.80,0.4266
49,INA219,9.1,46.70,0.4258
50,INA219,9.1,46.80,0.4266
51,INA219,9.1,46.70,0.4258
52,INA219,9.1,46.80,0.4266
53,INA219,9.1,46.80,0.4266
54,INA219,9.1,46.80,0.4266
55,INA219,9.1,46.80,0.4266
56,INA219,9.1,46.80,0.4266
57,INA219,9.1,46.80,0.4266
58,INA219,9.1,46.80,0.4258
59,INA219,9.1,46.80,0.4266
60,INA219,9.1,46.70,0.4258
